Name,MP,FG,FGA,FG.,X3P,X3PA,X3P.,X2P,X2PA,X2P.,FT,FTA,FT.,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
#1 Amanda Barcello,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#2 Shaylee Gonzales,38,9,15,0.6,1,5,0.2,8,10,0.8,3,4,0.75,0,2,2,7,1,0,2,2,22
#3 Nani Falatea,14,0,1,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0
#4 Arielle MackeyWilliams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#5 Maria Albiero,33,2,5,0.4,1,2,0.5,1,3,0.3333333333333333,0,0,0,1,4,5,4,0,0,1,1,5
#10 Tegan Graham,38,3,10,0.3,3,8,0.375,0,2,0,0,2,0,0,6,6,8,1,1,1,0,9
#11 Kaylee Smiler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#12 Lauren Gustin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#13 Paisley Harding,36,14,20,0.7,4,7,0.5714285714285714,10,13,0.7692307692307693,1,2,0.5,0,3,3,3,1,0,3,0,33
#20 Devry Millett,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#21 Heather Hamson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#22 Sara Hamson,28,4,5,0.8,0,0,0,4,5,0.8,0,0,0,1,3,4,0,0,4,2,0,8
#24 Rose Bubukar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#25 Emma Calvert,12,4,5,0.8,0,0,0,4,5,0.8,0,0,0,2,1,3,1,0,1,2,0,8
#30 Kate Vorwaller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#32 Signe Glantz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
